Sample,Location,Transect,Date,Species,Individual_id,Batch_count,Batch_weight,Estimate,Biomass,Length,Weight,Number Individuals
9408,HAMH,HH22,2018-06-20,F0063,3,,,N,2032,377,792,3
9409,HAMH,HH24,2018-06-20,F0063,1,,,N,6754,406,970,9
9409,HAMH,HH24,2018-06-20,F0063,2,,,N,6754,370,725,9
9409,HAMH,HH24,2018-06-20,F0063,3,,,N,6754,395,824,9
9409,HAMH,HH24,2018-06-20,F0063,4,,,N,6754,361,715,9
9409,HAMH,HH24,2018-06-20,F0063,5,,,N,6754,345,548,9
9409,HAMH,HH24,2018-06-20,F0063,6,,,N,6754,401,986,9
9409,HAMH,HH24,2018-06-20,F0063,7,,,N,6754,370,604,9
9409,HAMH,HH24,2018-06-20,F0063,8,,,N,6754,352,687,9
9409,HAMH,HH24,2018-06-20,F0063,9,,,N,6754,359,695,9
9410,HAMH,HH26,2018-06-20,F0063,1,,,N,609,372,609,1
9410,HAMH,HH26,2018-06-20,F0361,1,,,N,2,79,2,1
9411,HAMH,HH28,2018-06-20,F0063,1,,,N,570,351,570,1
9411,HAMH,HH28,2018-06-20,F0163,1,,,W,1,41,1,1
9411,HAMH,HH28,2018-06-20,F0181,1,,,N,748,298,748,1
9412,HAMH,HH45,2018-06-21,F0061,1,,,N,27,131,27,1
9412,HAMH,HH45,2018-06-21,F0063,1,58,37410,N,51045,360,639,20
9412,HAMH,HH45,2018-06-21,F0063,2,58,37410,N,51045,357,634,20
9412,HAMH,HH45,2018-06-21,F0063,3,58,37410,N,51045,361,651,20
9412,HAMH,HH45,2018-06-21,F0063,4,58,37410,N,51045,348,697,20
9412,HAMH,HH45,2018-06-21,F0063,5,58,37410,N,51045,367,644,20
9412,HAMH,HH45,2018-06-21,F0063,6,58,37410,N,51045,340,643,20
9412,HAMH,HH45,2018-06-21,F0063,7,58,37410,N,51045,367,540,20
9412,HAMH,HH45,2018-06-21,F0063,8,58,37410,N,51045,377,822,20
9412,HAMH,HH45,2018-06-21,F0063,9,58,37410,N,51045,381,798,20
9412,HAMH,HH45,2018-06-21,F0063,10,58,37410,N,51045,358,634,20
9412,HAMH,HH45,2018-06-21,F0063,11,58,37410,N,51045,362,621,20
9412,HAMH,HH45,2018-06-21,F0063,12,58,37410,N,51045,340,612,20
9412,HAMH,HH45,2018-06-21,F0063,13,58,37410,N,51045,421,1012,20
9412,HAMH,HH45,2018-06-21,F0063,14,58,37410,N,51045,371,772,20
9412,HAMH,HH45,2018-06-21,F0063,15,58,37410,N,51045,373,696,20
9412,HAMH,HH45,2018-06-21,F0063,16,58,37410,N,51045,350,701,20
9412,HAMH,HH45,2018-06-21,F0063,17,58,37410,N,51045,357,586,20
9412,HAMH,HH45,2018-06-21,F0063,18,58,37410,N,51045,352,645,20
9412,HAMH,HH45,2018-06-21,F0063,19,58,37410,N,51045,367,627,20
9412,HAMH,HH45,2018-06-21,F0063,20,58,37410,N,51045,353,661,20
9412,HAMH,HH45,2018-06-21,F0181,1,,,N,921,304,921,1
9412,HAMH,HH45,2018-06-21,F0186,1,,,N,180,203,180,1
9412,HAMH,HH45,2018-06-21,F0233,1,,,N,272,196,160,2
9412,HAMH,HH45,2018-06-21,F0233,2,,,N,272,197,112,2
9412,HAMH,HH45,2018-06-21,F0301,1,,,N,422,184,98,4
9412,HAMH,HH45,2018-06-21,F0301,2,,,N,422,172,76,4
9412,HAMH,HH45,2018-06-21,F0301,3,,,N,422,215,164,4
9412,HAMH,HH45,2018-06-21,F0301,4,,,N,422,173,84,4
9412,HAMH,HH45,2018-06-21,F0311,1,,,N,101,188,101,1
9412,HAMH,HH45,2018-06-21,F0317,1,,,N,947,396,947,1
9413,HAMH,HH30,2018-06-20,F0063,1,,,N,1604,366,758,2
9413,HAMH,HH30,2018-06-20,F0063,2,,,N,1604,387,846,2
9413,HAMH,HH30,2018-06-20,F0233,1,,,N,151,245,151,1
9414,HAMH,HH32,2018-06-20,F0063,1,,,N,1289,361,590,2
9414,HAMH,HH32,2018-06-20,F0063,2,,,N,1289,379,699,2
9414,HAMH,HH32,2018-06-20,F0233,1,,,N,172,214,172,1
9415,HAMH,HH34,2018-06-20,F0063,1,18,12680,N,26028,350,770,20
9415,HAMH,HH34,2018-06-20,F0063,2,18,12680,N,26028,359,622,20
9415,HAMH,HH34,2018-06-20,F0063,3,18,12680,N,26028,356,617,20
9415,HAMH,HH34,2018-06-20,F0063,4,18,12680,N,26028,368,824,20
9415,HAMH,HH34,2018-06-20,F0063,5,18,12680,N,26028,358,647,20
9415,HAMH,HH34,2018-06-20,F0063,6,18,12680,N,26028,345,543,20
9415,HAMH,HH34,2018-06-20,F0063,7,18,12680,N,26028,347,602,20
9415,HAMH,HH34,2018-06-20,F0063,8,18,12680,N,26028,359,595,20
9415,HAMH,HH34,2018-06-20,F0063,9,18,12680,N,26028,354,677,20
9415,HAMH,HH34,2018-06-20,F0063,10,18,12680,N,26028,380,724,20
9415,HAMH,HH34,2018-06-20,F0063,11,18,12680,N,26028,346,590,20
9415,HAMH,HH34,2018-06-20,F0063,12,18,12680,N,26028,360,692,20
9415,HAMH,HH34,2018-06-20,F0063,13,18,12680,N,26028,361,708,20
9415,HAMH,HH34,2018-06-20,F0063,14,18,12680,N,26028,379,738,20
9415,HAMH,HH34,2018-06-20,F0063,15,18,12680,N,26028,373,781,20
9415,HAMH,HH34,2018-06-20,F0063,16,18,12680,N,26028,365,669,20
9415,HAMH,HH34,2018-06-20,F0063,17,18,12680,N,26028,344,631,20
9415,HAMH,HH34,2018-06-20,F0063,18,18,12680,N,26028,380,738,20
9415,HAMH,HH34,2018-06-20,F0063,19,18,12680,N,26028,358,605,20
9415,HAMH,HH34,2018-06-20,F0063,20,18,12680,N,26028,349,575,20
9416,HAMH,HH36,2018-06-20,F0063,1,57,39520,N,52262,345,591,20
9416,HAMH,HH36,2018-06-20,F0063,2,57,39520,N,52262,380,765,20
9416,HAMH,HH36,2018-06-20,F0063,3,57,39520,N,52262,354,648,20
9416,HAMH,HH36,2018-06-20,F0063,4,57,39520,N,52262,359,643,20
9416,HAMH,HH36,2018-06-20,F0063,5,57,39520,N,52262,358,677,20
9416,HAMH,HH36,2018-06-20,F0063,6,57,39520,N,52262,346,515,20
9416,HAMH,HH36,2018-06-20,F0063,7,57,39520,N,52262,345,596,20
9416,HAMH,HH36,2018-06-20,F0063,8,57,39520,N,52262,368,644,20
9416,HAMH,HH36,2018-06-20,F0063,9,57,39520,N,52262,347,654,20
9416,HAMH,HH36,2018-06-20,F0063,10,57,39520,N,52262,367,693,20
9416,HAMH,HH36,2018-06-20,F0063,11,57,39520,N,52262,344,357,20
9416,HAMH,HH36,2018-06-20,F0063,12,57,39520,N,52262,369,754,20
9416,HAMH,HH36,2018-06-20,F0063,13,57,39520,N,52262,367,768,20
9416,HAMH,HH36,2018-06-20,F0063,14,57,39520,N,52262,380,744,20
9416,HAMH,HH36,2018-06-20,F0063,15,57,39520,N,52262,342,624,20
9416,HAMH,HH36,2018-06-20,F0063,16,57,39520,N,52262,348,542,20
9416,HAMH,HH36,2018-06-20,F0063,17,57,39520,N,52262,362,621,20
9416,HAMH,HH36,2018-06-20,F0063,18,57,39520,N,52262,360,680,20
9416,HAMH,HH36,2018-06-20,F0063,19,57,39520,N,52262,344,576,20
9416,HAMH,HH36,2018-06-20,F0063,20,57,39520,N,52262,367,650,20
9416,HAMH,HH36,2018-06-20,F0181,1,,,N,590,267,590,1
9416,HAMH,HH36,2018-06-20,F0186,1,,,N,3020,528,3020,1
9416,HAMH,HH36,2018-06-20,F0371,1,,,N,2290,583,2290,1
9417,HAMH,HH42A,2018-06-21,F0063,1,9,5750,N,19192,361,686,20
9417,HAMH,HH42A,2018-06-21,F0063,2,9,5750,N,19192,386,699,20
9417,HAMH,HH42A,2018-06-21,F0063,3,9,5750,N,19192,380,815,20
9417,HAMH,HH42A,2018-06-21,F0063,4,9,5750,N,19192,337,613,20
9417,HAMH,HH42A,2018-06-21,F0063,5,9,5750,N,19192,352,635,20
9417,HAMH,HH42A,2018-06-21,F0063,6,9,5750,N,19192,358,655,20
9417,HAMH,HH42A,2018-06-21,F0063,7,9,5750,N,19192,345,648,20
9417,HAMH,HH42A,2018-06-21,F0063,8,9,5750,N,19192,333,566,20
9417,HAMH,HH42A,2018-06-21,F0063,9,9,5750,N,19192,340,572,20
9417,HAMH,HH42A,2018-06-21,F0063,10,9,5750,N,19192,355,696,20
9417,HAMH,HH42A,2018-06-21,F0063,11,9,5750,N,19192,366,696,20
9417,HAMH,HH42A,2018-06-21,F0063,12,9,5750,N,19192,354,611,20
9417,HAMH,HH42A,2018-06-21,F0063,13,9,5750,N,19192,365,687,20
9417,HAMH,HH42A,2018-06-21,F0063,14,9,5750,N,19192,379,859,20
9417,HAMH,HH42A,2018-06-21,F0063,15,9,5750,N,19192,355,594,20
9417,HAMH,HH42A,2018-06-21,F0063,16,9,5750,N,19192,347,751,20
9417,HAMH,HH42A,2018-06-21,F0063,17,9,5750,N,19192,350,575,20
9417,HAMH,HH42A,2018-06-21,F0063,18,9,5750,N,19192,369,783,20
9417,HAMH,HH42A,2018-06-21,F0063,19,9,5750,N,19192,356,656,20
9417,HAMH,HH42A,2018-06-21,F0063,20,9,5750,N,19192,361,645,20
9417,HAMH,HH42A,2018-06-21,F0181,1,,,N,756,304,756,1
9417,HAMH,HH42A,2018-06-21,F0196,1,,,N,2,63,2,1
9417,HAMH,HH42A,2018-06-21,F0220,1,,,N,783,310,783,1
9417,HAMH,HH42A,2018-06-21,F0233,1,,,N,92,184,92,1
9417,HAMH,HH42A,2018-06-21,F0311,1,,,N,260,233,260,1
9417,HAMH,HH42A,2018-06-21,F0317,1,,,N,1607,395,1248,2
9417,HAMH,HH42A,2018-06-21,F0317,2,,,N,1607,313,359,2
9418,HAMH,HH42B,2018-06-21,F0063,1,15,1015,N,14008,352,643,20
9418,HAMH,HH42B,2018-06-21,F0063,2,15,1015,N,14008,375,748,20
9418,HAMH,HH42B,2018-06-21,F0063,3,15,1015,N,14008,355,566,20
9418,HAMH,HH42B,2018-06-21,F0063,4,15,1015,N,14008,370,695,20
9418,HAMH,HH42B,2018-06-21,F0063,5,15,1015,N,14008,347,631,20
9418,HAMH,HH42B,2018-06-21,F0063,6,15,1015,N,14008,349,536,20
9418,HAMH,HH42B,2018-06-21,F0063,7,15,1015,N,14008,376,732,20
9418,HAMH,HH42B,2018-06-21,F0063,8,15,1015,N,14008,348,615,20
9418,HAMH,HH42B,2018-06-21,F0063,9,15,1015,N,14008,363,655,20
9418,HAMH,HH42B,2018-06-21,F0063,10,15,1015,N,14008,447,515,20
9418,HAMH,HH42B,2018-06-21,F0063,11,15,1015,N,14008,356,652,20
9418,HAMH,HH42B,2018-06-21,F0063,12,15,1015,N,14008,351,691,20
9418,HAMH,HH42B,2018-06-21,F0063,13,15,1015,N,14008,343,658,20
9418,HAMH,HH42B,2018-06-21,F0063,14,15,1015,N,14008,355,599,20
9418,HAMH,HH42B,2018-06-21,F0063,15,15,1015,N,14008,332,561,20
9418,HAMH,HH42B,2018-06-21,F0063,16,15,1015,N,14008,365,664,20
9418,HAMH,HH42B,2018-06-21,F0063,17,15,1015,N,14008,338,567,20
9418,HAMH,HH42B,2018-06-21,F0063,18,15,1015,N,14008,390,747,20
9418,HAMH,HH42B,2018-06-21,F0063,19,15,1015,N,14008,364,714,20
9418,HAMH,HH42B,2018-06-21,F0063,20,15,1015,N,14008,378,804,20
9418,HAMH,HH42B,2018-06-21,F0181,1,,,N,1087,324,1087,1
9418,HAMH,HH42B,2018-06-21,F0220,1,,,N,525,281,525,1
9418,HAMH,HH42B,2018-06-21,F0233,1,,,N,657,317,476,2
9418,HAMH,HH42B,2018-06-21,F0233,2,,,N,657,219,181,2
9418,HAMH,HH42B,2018-06-21,F0301,1,,,N,30,127,30,1
9418,HAMH,HH42B,2018-06-21,F0317,1,,,N,1436,420,1436,1
9419,HAMH,HH43,2018-06-21,F0063,1,46,29430,N,42671,374,739,20
9419,HAMH,HH43,2018-06-21,F0063,2,46,29430,N,42671,379,796,20
9419,HAMH,HH43,2018-06-21,F0063,3,46,29430,N,42671,364,617,20
9419,HAMH,HH43,2018-06-21,F0063,4,46,29430,N,42671,363,670,20
9419,HAMH,HH43,2018-06-21,F0063,5,46,29430,N,42671,364,692,20
9419,HAMH,HH43,2018-06-21,F0063,6,46,29430,N,42671,298,508,20
9419,HAMH,HH43,2018-06-21,F0063,7,46,29430,N,42671,375,706,20
9419,HAMH,HH43,2018-06-21,F0063,8,46,29430,N,42671,350,717,20
9419,HAMH,HH43,2018-06-21,F0063,9,46,29430,N,42671,377,728,20
9419,HAMH,HH43,2018-06-21,F0063,10,46,29430,N,42671,365,655,20
9419,HAMH,HH43,2018-06-21,F0063,11,46,29430,N,42671,359,700,20
9419,HAMH,HH43,2018-06-21,F0063,12,46,29430,N,42671,357,593,20
9419,HAMH,HH43,2018-06-21,F0063,13,46,29430,N,42671,377,791,20
9419,HAMH,HH43,2018-06-21,F0063,14,46,29430,N,42671,342,602,20
9419,HAMH,HH43,2018-06-21,F0063,15,46,29430,N,42671,372,699,20
9419,HAMH,HH43,2018-06-21,F0063,16,46,29430,N,42671,364,366,20
9419,HAMH,HH43,2018-06-21,F0063,17,46,29430,N,42671,374,696,20
9419,HAMH,HH43,2018-06-21,F0063,18,46,29430,N,42671,346,659,20
9419,HAMH,HH43,2018-06-21,F0063,19,46,29430,N,42671,359,668,20
9419,HAMH,HH43,2018-06-21,F0063,20,46,29430,N,42671,357,639,20
9419,HAMH,HH43,2018-06-21,F0186,1,,,N,822,354,822,1
9419,HAMH,HH43,2018-06-21,F0317,1,,,N,920,400,920,1
9420,HAMH,HH44,2018-06-21,F0061,1,,,N,22,119,22,1
9420,HAMH,HH44,2018-06-21,F0063,1,,,N,4305,345,518,7
9420,HAMH,HH44,2018-06-21,F0063,2,,,N,4305,351,614,7
9420,HAMH,HH44,2018-06-21,F0063,3,,,N,4305,360,793,7
9420,HAMH,HH44,2018-06-21,F0063,4,,,N,4305,349,594,7
9420,HAMH,HH44,2018-06-21,F0063,5,,,N,4305,360,642,7
9420,HAMH,HH44,2018-06-21,F0063,6,,,N,4305,338,569,7
9420,HAMH,HH44,2018-06-21,F0063,7,,,N,4305,345,575,7
9420,HAMH,HH44,2018-06-21,F0181,1,,,N,567,209,219,2
9420,HAMH,HH44,2018-06-21,F0181,2,,,N,567,238,348,2
9420,HAMH,HH44,2018-06-21,F0233,1,,,N,2144,254,255,5
9420,HAMH,HH44,2018-06-21,F0233,2,,,N,2144,330,534,5
9420,HAMH,HH44,2018-06-21,F0233,3,,,N,2144,342,605,5
9420,HAMH,HH44,2018-06-21,F0233,4,,,N,2144,254,271,5
9420,HAMH,HH44,2018-06-21,F0233,5,,,N,2144,325,479,5
9420,HAMH,HH44,2018-06-21,F0301,1,,,N,925,217,186,13
9420,HAMH,HH44,2018-06-21,F0301,2,,,N,925,138,41,13
9420,HAMH,HH44,2018-06-21,F0301,3,,,N,925,178,104,13
9420,HAMH,HH44,2018-06-21,F0301,4,,,N,925,196,122,13
9420,HAMH,HH44,2018-06-21,F0301,5,,,N,925,206,147,13
9420,HAMH,HH44,2018-06-21,F0301,6,,,N,925,135,33,13
9420,HAMH,HH44,2018-06-21,F0301,7,,,N,925,146,50,13
9420,HAMH,HH44,2018-06-21,F0301,8,,,N,925,132,37,13
9420,HAMH,HH44,2018-06-21,F0301,9,,,N,925,144,51,13
9420,HAMH,HH44,2018-06-21,F0301,10,,,N,925,130,36,13
9420,HAMH,HH44,2018-06-21,F0301,11,,,N,925,143,50,13
9420,HAMH,HH44,2018-06-21,F0301,12,,,N,925,129,38,13
9420,HAMH,HH44,2018-06-21,F0301,13,,,N,925,122,30,13
9420,HAMH,HH44,2018-06-21,F0331,1,,,N,78,191,78,1
9421,HAMH,HH17,2018-06-19,F0061,1,,,N,40,154,40,1
9421,HAMH,HH17,2018-06-19,F0063,1,,,N,5911,360,677,9
9421,HAMH,HH17,2018-06-19,F0063,2,,,N,5911,368,789,9
9421,HAMH,HH17,2018-06-19,F0063,3,,,N,5911,356,649,9
9421,HAMH,HH17,2018-06-19,F0063,4,,,N,5911,379,791,9
9421,HAMH,HH17,2018-06-19,F0063,5,,,N,5911,361,572,9
9421,HAMH,HH17,2018-06-19,F0063,6,,,N,5911,373,612,9
9421,HAMH,HH17,2018-06-19,F0063,7,,,N,5911,372,631,9
9421,HAMH,HH17,2018-06-19,F0063,8,,,N,5911,361,621,9
9421,HAMH,HH17,2018-06-19,F0063,9,,,N,5911,357,569,9
9421,HAMH,HH17,2018-06-19,F0233,1,,,N,173,240,173,1
9422,HAMH,HH16,2018-06-19,F0063,1,,,N,5485,300,611,8
9422,HAMH,HH16,2018-06-19,F0063,2,,,N,5485,376,758,8
9422,HAMH,HH16,2018-06-19,F0063,3,,,N,5485,385,822,8
9422,HAMH,HH16,2018-06-19,F0063,4,,,N,5485,384,734,8
9422,HAMH,HH16,2018-06-19,F0063,5,,,N,5485,365,712,8
9422,HAMH,HH16,2018-06-19,F0063,6,,,N,5485,347,560,8
9422,HAMH,HH16,2018-06-19,F0063,7,,,N,5485,343,521,8
9422,HAMH,HH16,2018-06-19,F0063,8,,,N,5485,366,767,8
9422,HAMH,HH16,2018-06-19,F0311,1,,,N,143,172,143,1
9422,HAMH,HH16,2018-06-19,F0334,1,,,N,2520,580,2520,1
9423,HAMH,HH18,2018-06-19,F0063,1,,,N,6532,398,1036,9
9423,HAMH,HH18,2018-06-19,F0063,2,,,N,6532,366,723,9
9423,HAMH,HH18,2018-06-19,F0063,3,,,N,6532,370,738,9
9423,HAMH,HH18,2018-06-19,F0063,4,,,N,6532,365,738,9
9423,HAMH,HH18,2018-06-19,F0063,5,,,N,6532,350,555,9
9423,HAMH,HH18,2018-06-19,F0063,6,,,N,6532,353,614,9
9423,HAMH,HH18,2018-06-19,F0063,7,,,N,6532,360,753,9
9423,HAMH,HH18,2018-06-19,F0063,8,,,N,6532,363,637,9
9423,HAMH,HH18,2018-06-19,F0063,9,,,N,6532,375,738,9
9423,HAMH,HH18,2018-06-19,F0163,1,,,N,1535,381,759,2
9423,HAMH,HH18,2018-06-19,F0163,2,,,N,1535,366,776,2
9424,HAMH,HH19,2018-06-19,F0063,1,,,N,7185,377,787,9
9424,HAMH,HH19,2018-06-19,F0063,2,,,N,7185,350,574,9
9424,HAMH,HH19,2018-06-19,F0063,3,,,N,7185,411,921,9
9424,HAMH,HH19,2018-06-19,F0063,4,,,N,7185,317,913,9
9424,HAMH,HH19,2018-06-19,F0063,5,,,N,7185,364,631,9
9424,HAMH,HH19,2018-06-19,F0063,6,,,N,7185,380,850,9
9424,HAMH,HH19,2018-06-19,F0063,7,,,N,7185,380,962,9
9424,HAMH,HH19,2018-06-19,F0063,8,,,N,7185,384,888,9
9424,HAMH,HH19,2018-06-19,F0063,9,,,N,7185,355,659,9
9424,HAMH,HH19,2018-06-19,F0233,1,,,N,451,324,451,1
9425,HAMH,HH10,2018-06-19,F0063,1,,,N,14307,391,932,15
9425,HAMH,HH10,2018-06-19,F0063,2,,,N,14307,405,1052,15
9425,HAMH,HH10,2018-06-19,F0063,3,,,N,14307,380,832,15
9425,HAMH,HH10,2018-06-19,F0063,4,,,N,14307,399,1054,15
9425,HAMH,HH10,2018-06-19,F0063,5,,,N,14307,388,925,15
9425,HAMH,HH10,2018-06-19,F0063,6,,,N,14307,404,1222,15
9425,HAMH,HH10,2018-06-19,F0063,7,,,N,14307,429,928,15
9425,HAMH,HH10,2018-06-19,F0063,8,,,N,14307,405,966,15
9425,HAMH,HH10,2018-06-19,F0063,9,,,N,14307,393,838,15
9425,HAMH,HH10,2018-06-19,F0063,10,,,N,14307,391,980,15
9425,HAMH,HH10,2018-06-19,F0063,11,,,N,14307,417,1285,15
9425,HAMH,HH10,2018-06-19,F0063,12,,,N,14307,363,757,15
9425,HAMH,HH10,2018-06-19,F0063,13,,,N,14307,395,932,15
9425,HAMH,HH10,2018-06-19,F0063,14,,,N,14307,390,935,15
9425,HAMH,HH10,2018-06-19,F0063,15,,,N,14307,383,669,15
9426,HAMH,HH11,2018-06-19,F0063,1,,,N,9838,413,970,12
9426,HAMH,HH11,2018-06-19,F0063,2,,,N,9838,374,650,12
9426,HAMH,HH11,2018-06-19,F0063,3,,,N,9838,372,668,12
9426,HAMH,HH11,2018-06-19,F0063,4,,,N,9838,374,860,12
9426,HAMH,HH11,2018-06-19,F0063,5,,,N,9838,393,810,12
9426,HAMH,HH11,2018-06-19,F0063,6,,,N,9838,391,890,12
9426,HAMH,HH11,2018-06-19,F0063,7,,,N,9838,368,810,12
9426,HAMH,HH11,2018-06-19,F0063,8,,,N,9838,385,1080,12
9426,HAMH,HH11,2018-06-19,F0063,9,,,N,9838,317,470,12
9426,HAMH,HH11,2018-06-19,F0063,10,,,N,9838,358,740,12
9426,HAMH,HH11,2018-06-19,F0063,11,,,N,9838,376,960,12
9426,HAMH,HH11,2018-06-19,F0063,12,,,N,9838,389,930,12
9427,HAMH,HH12,2018-06-20,F0051,1,,,N,1650,552,1650,1
9427,HAMH,HH12,2018-06-20,F0063,1,,,N,20269,430,1163,21
9427,HAMH,HH12,2018-06-20,F0063,2,,,N,20269,415,1163,21
9427,HAMH,HH12,2018-06-20,F0063,3,,,N,20269,417,1094,21
9427,HAMH,HH12,2018-06-20,F0063,4,,,N,20269,412,1082,21
9427,HAMH,HH12,2018-06-20,F0063,5,,,N,20269,362,644,21
9427,HAMH,HH12,2018-06-20,F0063,6,,,N,20269,415,1060,21
9427,HAMH,HH12,2018-06-20,F0063,7,,,N,20269,400,1113,21
9427,HAMH,HH12,2018-06-20,F0063,8,,,N,20269,399,1010,21
9427,HAMH,HH12,2018-06-20,F0063,9,,,N,20269,374,728,21
9427,HAMH,HH12,2018-06-20,F0063,10,,,N,20269,394,1021,21
9427,HAMH,HH12,2018-06-20,F0063,11,,,N,20269,366,801,21
9427,HAMH,HH12,2018-06-20,F0063,12,,,N,20269,401,1182,21
9427,HAMH,HH12,2018-06-20,F0063,13,,,N,20269,411,1060,21
9427,HAMH,HH12,2018-06-20,F0063,14,,,N,20269,390,839,21
9427,HAMH,HH12,2018-06-20,F0063,15,,,N,20269,394,1032,21
9427,HAMH,HH12,2018-06-20,F0063,16,,,N,20269,395,1020,21
9427,HAMH,HH12,2018-06-20,F0063,17,,,N,20269,391,935,21
9427,HAMH,HH12,2018-06-20,F0063,18,,,N,20269,380,711,21
9427,HAMH,HH12,2018-06-20,F0063,19,,,N,20269,388,742,21
9427,HAMH,HH12,2018-06-20,F0063,20,,,N,20269,380,849,21
9427,HAMH,HH12,2018-06-20,F0063,21,,,N,20269,418,1020,21
9427,HAMH,HH12,2018-06-20,F0233,1,,,N,1312,345,590,2
9427,HAMH,HH12,2018-06-20,F0233,2,,,N,1312,364,722,2
9427,HAMH,HH12,2018-06-20,F0301,1,,,W,41.7,133,41.7,1
9428,HAMH,HH14,2018-06-19,F0063,1,,,N,5901,390,930,7
9428,HAMH,HH14,2018-06-19,F0063,2,,,N,5901,375,754,7
9428,HAMH,HH14,2018-06-19,F0063,3,,,N,5901,378,732,7
9428,HAMH,HH14,2018-06-19,F0063,4,,,N,5901,394,1097,7
9428,HAMH,HH14,2018-06-19,F0063,5,,,N,5901,388,1095,7
9428,HAMH,HH14,2018-06-19,F0063,6,,,N,5901,368,663,7
9428,HAMH,HH14,2018-06-19,F0063,7,,,N,5901,346,630,7
9428,HAMH,HH14,2018-06-19,F0201,1,,,N,5,73,5,1
9429,HAMH,HH9,2018-06-19,F0063,1,,,N,10117,374,703,15
9429,HAMH,HH9,2018-06-19,F0063,2,,,N,10117,350,625,15
9429,HAMH,HH9,2018-06-19,F0063,3,,,N,10117,236,337,15
9429,HAMH,HH9,2018-06-19,F0063,4,,,N,10117,359,563,15
9429,HAMH,HH9,2018-06-19,F0063,5,,,N,10117,374,632,15
9429,HAMH,HH9,2018-06-19,F0063,6,,,N,10117,363,695,15
9429,HAMH,HH9,2018-06-19,F0063,7,,,N,10117,358,723,15
9429,HAMH,HH9,2018-06-19,F0063,8,,,N,10117,362,640,15
9429,HAMH,HH9,2018-06-19,F0063,9,,,N,10117,370,732,15
9429,HAMH,HH9,2018-06-19,F0063,10,,,N,10117,363,676,15
9429,HAMH,HH9,2018-06-19,F0063,11,,,N,10117,377,876,15
9429,HAMH,HH9,2018-06-19,F0063,12,,,N,10117,392,861,15
9429,HAMH,HH9,2018-06-19,F0063,13,,,N,10117,362,786,15
9429,HAMH,HH9,2018-06-19,F0063,14,,,N,10117,371,702,15
9429,HAMH,HH9,2018-06-19,F0063,15,,,N,10117,345,566,15
9429,HAMH,HH9,2018-06-19,F0301,1,,,N,170,129,35,5
9429,HAMH,HH9,2018-06-19,F0301,2,,,N,170,130,38,5
9429,HAMH,HH9,2018-06-19,F0301,3,,,N,170,130,34,5
9429,HAMH,HH9,2018-06-19,F0301,4,,,N,170,133,36,5
9429,HAMH,HH9,2018-06-19,F0301,5,,,N,170,120,27,5
9429,HAMH,HH9,2018-06-19,F0311,1,,,N,801,138,54,6
9429,HAMH,HH9,2018-06-19,F0311,2,,,N,801,236,205,6
9429,HAMH,HH9,2018-06-19,F0311,3,,,N,801,173,114,6
9429,HAMH,HH9,2018-06-19,F0311,4,,,N,801,184,136,6
9429,HAMH,HH9,2018-06-19,F0311,5,,,N,801,200,237,6
9429,HAMH,HH9,2018-06-19,F0311,6,,,N,801,136,55,6
9430,HAMH,HH50,2018-05-30,F0063,1,56,3923,N,17462,350,642,20
9430,HAMH,HH50,2018-05-30,F0063,2,56,3923,N,17462,362,698,20
9430,HAMH,HH50,2018-05-30,F0063,3,56,3923,N,17462,393,886,20
9430,HAMH,HH50,2018-05-30,F0063,4,56,3923,N,17462,361,632,20
9430,HAMH,HH50,2018-05-30,F0063,5,56,3923,N,17462,383,882,20
9430,HAMH,HH50,2018-05-30,F0063,6,56,3923,N,17462,366,658,20
9430,HAMH,HH50,2018-05-30,F0063,7,56,3923,N,17462,372,782,20
9430,HAMH,HH50,2018-05-30,F0063,8,56,3923,N,17462,356,696,20
9430,HAMH,HH50,2018-05-30,F0063,9,56,3923,N,17462,335,646,20
9430,HAMH,HH50,2018-05-30,F0063,10,56,3923,N,17462,362,680,20
9430,HAMH,HH50,2018-05-30,F0063,11,56,3923,N,17462,368,657,20
9430,HAMH,HH50,2018-05-30,F0063,12,56,3923,N,17462,348,583,20
9430,HAMH,HH50,2018-05-30,F0063,13,56,3923,N,17462,360,721,20
9430,HAMH,HH50,2018-05-30,F0063,14,56,3923,N,17462,350,500,20
9430,HAMH,HH50,2018-05-30,F0063,15,56,3923,N,17462,355,606,20
9430,HAMH,HH50,2018-05-30,F0063,16,56,3923,N,17462,373,623,20
9430,HAMH,HH50,2018-05-30,F0063,17,56,3923,N,17462,364,612,20
9430,HAMH,HH50,2018-05-30,F0063,18,56,3923,N,17462,348,548,20
9430,HAMH,HH50,2018-05-30,F0063,19,56,3923,N,17462,378,847,20
9430,HAMH,HH50,2018-05-30,F0063,20,56,3923,N,17462,350,640,20
9430,HAMH,HH50,2018-05-30,F0314,1,,,N,105,156,105,1
9431,HAMH,HH51,2018-05-30,F0051,1,,,N,2280,650,2280,1
9431,HAMH,HH51,2018-05-30,F0063,1,25,5019,N,18179,350,587,20
9431,HAMH,HH51,2018-05-30,F0063,2,25,5019,N,18179,360,650,20
9431,HAMH,HH51,2018-05-30,F0063,3,25,5019,N,18179,375,857,20
9431,HAMH,HH51,2018-05-30,F0063,4,25,5019,N,18179,375,740,20
9431,HAMH,HH51,2018-05-30,F0063,5,25,5019,N,18179,345,651,20
